ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,Crédito_1,Crédito_2,Crédito_3,Crédito_4,Monto solicitado,Días de Mora,Monto Deuda Promedio,Número de meses inactivo,numero de cuotas,Aval,PAGA
2957,F       ,6700000,30,TEC     ,VIU     ,61,284,OSORNO          ,0,989745,0,0,31,18,0,1,19,NO,
2958,M       ,6100000,41,UNV     ,CAS     ,55,90,SANTIAGO        ,0,29642,0,411487,1931,11,607,2,53,SI,
2959,F       ,86500,61,MED     ,SOL     ,39,92,SANTIAGO        ,0,1250000,0,0,883,0,0,1,48,SI,
2960,M       ,80000,45,UNV     ,CAS     ,55,90,SANTIAGO        ,0,0,0,118983,423,0,0,1,22,NO,
2961,F       ,80700,45,TEC     ,SOL     ,153,297,FRESIA          ,0,600000,0,0,0,2,2560,0,14,SI,
2962,M       ,440000,33,TEC     ,CAS     ,85,91,SANTIAGO        ,330436,325000,0,0,941,0,510,2,9,NO,
2963,F       ,68000,40,TEC     ,SOL     ,52,131,RANCAGUA        ,0,250000,,76189,0,4,0,0,22,NO,
2964,M       ,771000,42,UNV     ,CAS     ,92,511,SANTIAGO        ,0,295978,0,500000,301,1,506,2,36,NO,
2965,F       ,1575000,28,TEC     ,CAS     ,30,99,SANTIAGO        ,0,211589,0,46835,2540,0,196,1,70,NO,
2966,M       ,781000,53,UNV     ,SEP     ,130,99,SANTIAGO        ,0,800000,0,11912,980,1,2,2,30,NO,
2967,M       ,1600000,42,UNV     ,CAS     ,138,1,ARICA           ,0,255463,1107235,250000,3762,0,4278,2,59,NO,
2968,F       ,6850000,37,TEC     ,VIU     ,43,70,,0,250000,0,253882,94,0,461,1,18,,
2969,F       ,6250000,36,MED     ,SOL     ,90,89,SANTIAGO        ,2503920,825989,0,0,3754,17,1164,1,34,NO,
2970,M       ,5000000,45,MED     ,CAS     ,55,90,SANTIAGO        ,0,338030,0,300000,913,0,1106,2,29,NO,
2971,F       ,1700000,56,TEC     ,CAS     ,64,314,COYHAIQUE       ,930378,1174132,0,0,11,0,0,1,80,NO,
2972,M       ,65000,40,UNV     ,CAS     ,51,88,SANTIAGO        ,0,761561,0,0,722,31,0,2,63,SI,
2973,M       ,50000,45,UNV     ,CAS     ,19,115,SANTIAGO        ,0,370820,3223428,0,43,0,4188,1,25,NO,
2974,M       ,1492000,48,UNV     ,CAS     ,31,92,SANTIAGO        ,0,250000,7135999,2000000,5572,24,15488,2,19,NO,
2975,F       ,6500000,33,TEC     ,VIU     ,39,88,SANTIAGO        ,0,800000,0,310185,0,0,153,0,33,NO,
2976,F       ,450000,52,UNV     ,CAS     ,37,80,SANTIAGO        ,0,300000,0,37173,0,0,38,1,15,NO,
2977,M       ,2890000,53,TEC     ,SOL     ,90,88,SANTIAGO        ,0,0,0,0,816,43,9966,1,80,NO,
2978,F       ,50000,41,TEC     ,SOL     ,71,326,PUNTA ARENAS    ,0,343755,0,0,6,0,0,1,25,SI,
2979,F       ,850000,55,MED     ,CAS     ,74,272,VALDIVIA        ,0,650000,0,0,1679,0,0,1,26,NO,
2980,M       ,80000,40,UNV     ,SEP     ,80,86,SANTIAGO        ,0,2061666,0,0,594,27,0,2,30,NO,
2981,F       ,1000000,28,UNV     ,CAS     ,44,173,TALCA           ,0,2600000,0,0,18,0,0,1,24,NO,
2982,F       ,1000000,28,TEC     ,SOL     ,74,93,SANTIAGO        ,0,1390966,0,145048,269,0,1,1,37,NO,
2983,F       ,550000,24,TEC     ,SOL     ,131,96,SANTIAGO        ,0,206491,,176479,65,0,434,1,20,NO,
2984,F       ,1490000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,1035716,0,0,573,0,25670,2,65,NO,
2985,M       ,720000,49,UNV     ,CAS     ,83,93,SANTIAGO        ,0,256824,0,800000,2130,0,3714,2,8,NO,
2986,M       ,4430000,44,UNV     ,CAS     ,55,90,SANTIAGO        ,0,2523252,0,79399,5808,20,150,2,17,NO,
2987,M       ,2100000,54,EUN     ,SOL     ,59,90,SANTIAGO        ,0,891079,0,0,17,4,0,1,80,NO,
2988,F       ,2257000,56,MED     ,SEP     ,51,88,SANTIAGO        ,5813695,2317011,0,97741,0,0,0,0,55,NO,
2989,F       ,60000,45,TEC     ,SOL     ,80,106,SANTIAGO        ,0,462530,0,2011935,1933,0,2053,1,7,SI,
2990,F       ,75000,50,TEC     ,SOL     ,75,516,LLO-LLEO        ,0,489752,0,0,10,0,0,1,20,SI,
2991,F       ,502000,28,UNV     ,CAS     ,27,226,CONCEPCION      ,0,250000,0,93798,319,0,0,1,17,NO,
2992,M       ,591000,44,UNV     ,SOL     ,31,119,SANTIAGO        ,0,0,0,0,179,23,4380,1,22,NO,
2993,M       ,973000,33,TEC     ,SOL     ,144,105,SANTIAGO        ,0,2100000,0,0,0,12,0,0,28,SI,
2994,M       ,901000,31,MED     ,CAS     ,27,226,CONCEPCION      ,0,600000,0,26990,95,0,0,1,40,NO,
2995,F       ,67000,52,MED     ,SOL     ,12,13,CALAMA          ,0,18965,0,0,626,0,416,1,18,SI,
2996,M       ,447000,47,MED     ,CAS     ,138,1,ARICA           ,0,409580,0,0,87,0,0,1,14,NO,
2997,M       ,1800000,47,UNV     ,CAS     ,138,1,ARICA           ,6636360,425046,0,2954407,7866,22,4852,2,30,SI,
2998,F       ,1877000,47,TEC     ,CAS     ,40,71,VLLA ALEMANA    ,0,286840,0,872,751,0,11932,2,80,NO,
2999,M       ,500000,48,UNV     ,CAS     ,138,1,ARICA           ,927309,238285,0,0,1055,3,2430,1,9,NO,
3000,F       ,59100,47,TEC     ,SOL     ,10,5,IQUIQUE         ,0,5200000,4591723,0,314,0,5795,1,80,SI,
3001,M       ,722000,57,UNV     ,SOL     ,27,226,CONCEPCION      ,0,783434,0,0,0,25,0,0,22,NO,
3002,M       ,1100000,53,TEC     ,SOL     ,27,226,CONCEPCION      ,0,0,2208960,0,0,14,2471,1,55,NO,
3003,F       ,7240000,37,TEC     ,VIU     ,51,88,SANTIAGO        ,0,1202307,0,0,32,15,0,1,48,NO,
3004,M       ,560000,55,TEC     ,CAS     ,45,84,SANTIAGO        ,0,400000,0,3432,183,0,4,1,19,SI,
3005,M       ,2500000,42,MED     ,CAS     ,61,284,OSORNO          ,0,2213539,0,0,0,6,0,0,80,NO,
3006,M       ,690000,28,MED     ,SOL     ,15,513,CON-CON         ,0,899994,0,0,13,17,77,1,19,NO,
3007,M       ,54200,45,MED     ,CAS     ,90,80,SANTIAGO        ,0,500000,0,447250,0,0,788,1,17,NO,
3008,M       ,500000,50,UNV     ,SOL     ,52,94,SANTIAGO        ,0,252266,0,0,315,0,0,1,17,NO,
3009,F       ,550000,61,TEC     ,SOL     ,85,88,SANTIAGO        ,0,1300000,0,0,79,0,0,1,9,NO,
3010,M       ,500000,47,UNV     ,SOL     ,138,1,ARICA           ,0,0,0,0,1338,0,0,2,7,NO,
3011,F       ,96000,57,TEC     ,SOL     ,85,88,SANTIAGO        ,0,1000000,0,287774,512,0,124,1,14,SI,
3012,M       ,650000,41,TEC     ,CAS     ,63,300,CASTRO          ,0,894328,0,0,5,0,0,1,18,NO,
3013,M       ,2221000,46,MED     ,SOL     ,70,265,LONCOCHE        ,0,1250000,0,2953011,0,0,6073,0,80,NO,
3014,M       ,1500000,36,UNV     ,SOL     ,74,272,VALDIVIA        ,0,1125500,0,0,0,0,0,,64,NO,
3015,M       ,1050000,45,UNV     ,SOL     ,31,119,SANTIAGO        ,0,376423,0,11602,690,0,394,1,46,NO,
3016,M       ,7350000,41,UNV     ,CAS     ,55,90,SANTIAGO        ,0,800000,0,0,304,0,0,1,31,NO,
3017,F       ,50000,39,TEC     ,SOL     ,60,253,TEMUCO          ,0,543799,0,1500000,2441,7,1528,3,80,SI,
3018,M       ,2466000,30,MED     ,CAS     ,101,88,SANTIAGO        ,0,1250000,0,768770,1195,0,305,1,80,NO,
3019,M       ,900000,30,MED     ,SEP     ,13,16,ANTOFAGASTA     ,0,825000,0,0,73,29,7,1,37,NO,
3020,F       ,680000,33,MED     ,CAS     ,27,226,CONCEPCION      ,0,788499,0,132004,,0,134,3,20,NO,
3021,M       ,1067000,55,TEC     ,CAS     ,55,91,SANTIAGO        ,0,550000,0,500000,3769,14,1916,1,16,NO,
3022,M       ,700000,50,MED     ,CAS     ,90,88,SANTIAGO        ,0,1539307,0,1674397,1273,34,1196,1,13,NO,
3023,M       ,1194000,,UNV     ,CAS     ,31,119,SANTIAGO        ,0,250000,0,0,1471,0,0,2,45,NO,
3024,M       ,700000,50,MED     ,CAS     ,146,88,SANTIAGO        ,0,1175974,0,794133,68,0,2,1,17,NO,
3025,M       ,8180000,40,MED     ,,16,88,SANTIAGO        ,1591993,329685,0,0,2705,0,49,2,47,NO,
3026,M       ,527000,47,UNV     ,SOL     ,16,80,SANTIAGO        ,0,16894,0,298488,427,0,66,2,17,NO,
3027,M       ,52500,51,UNV     ,CAS     ,55,90,SANTIAGO        ,0,1375275,0,4436162,792,0,33303,1,37,NO,
3028,M       ,1900000,34,TEC     ,CAS     ,25,93,SANTIAGO        ,0,1136257,0,0,4,0,0,1,80,NO,
3029,M       ,5100000,53,UNV     ,CAS     ,155,88,SANTIAGO        ,0,3000000,0,0,12,0,134861,1,80,NO,
3030,M       ,700000,45,UNV     ,CAS     ,90,102,SANTIAGO        ,1161539,740000,0,594760,1404,0,1017,2,9,NO,
3031,F       ,91000,44,TEC     ,SOL     ,130,98,SANTIAGO        ,0,300000,0,0,0,0,1,0,20,SI,
3032,M       ,716000,58,MED     ,CAS     ,38,104,SANTIAGO        ,0,1050000,0,0,0,0,8972,1,19,NO,
3033,M       ,1150000,47,MED     ,CAS     ,39,82,SANTIAGO        ,0,137879,0,2000000,1636,0,2049,3,42,NO,
3034,M       ,7890000,43,UNV     ,CAS     ,80,88,SANTIAGO        ,0,506606,0,1296288,975,0,403,1,80,NO,
3035,M       ,4600000,42,MED     ,CAS     ,49,106,SANTIAGO        ,0,0,0,500000,1467,19,3900,1,33,NO,
3036,M       ,1030000,53,UNV     ,CAS     ,28,80,SANTIAGO        ,0,800000,0,166920,0,0,103,1,44,NO,
3037,M       ,900000,45,UNV     ,CAS     ,84,103,SANTIAGO        ,0,782994,0,977,0,20,1,1,38,NO,
3038,M       ,55800,40,MED     ,CAS     ,55,90,SANTIAGO        ,0,786728,0,276262,209,28,330,1,52,NO,
3039,F       ,650000,47,MED     ,SOL     ,138,1,ARICA           ,0,260000,0,99414,828,0,790,2,18,NO,
3040,M       ,5400000,43,MED     ,CAS     ,152,115,SANTIAGO        ,1628027,628587,0,596714,1870,0,607,1,6,NO,
3041,F       ,76700,38,MED     ,SOL     ,23,164,CURICO          ,0,250000,0,205943,0,0,210,0,18,SI,
3042,M       ,1343000,55,UNV     ,SOL     ,138,1,ARICA           ,1196184,163114,0,500000,2283,0,510,1,45,SI,
3043,F       ,6350000,39,TEC     ,SOL     ,21,22,COPIAPO         ,0,0,0,0,0,29,10729,0,24,NO,
3044,M       ,800000,52,UNV     ,CAS     ,63,93,SANTIAGO        ,0,91097,0,282168,2391,0,92,2,17,NO,
3045,F       ,88300,55,TEC     ,SOL     ,60,291,PUERTO MONTT    ,729213,0,0,0,842,14,0,1,18,SI,
3046,F       ,460000,31,EUN     ,SOL     ,84,88,SANTIAGO        ,0,249943,0,0,130,0,39,1,16,NO,
3047,F       ,500000,48,MED     ,CAS     ,21,502,CHUQUICAMATA    ,0,0,0,80488,0,0,100,0,20,NO,
3048,M       ,469000,24,UNV     ,SOL     ,82,88,SANTIAGO        ,0,250000,0,0,5,0,259,1,17,NO,
3049,M       ,96000,47,UNV     ,CAS     ,55,90,SANTIAGO        ,0,805086,0,668988,1851,0,2040,3,8,NO,
3050,M       ,720000,41,UNV     ,CAS     ,87,59,QUILLOTA        ,0,750000,0,338777,0,0,4,0,22,NO,
3051,M       ,5000000,42,MED     ,CAS     ,55,90,SANTIAGO        ,0,125658,0,90318,642,0,20,3,12,NO,
3052,M       ,839000,43,MED     ,SEP     ,47,67,VINA DEL MAR    ,0,500000,0,0,425,0,21,2,37,SI,
3053,F       ,6700000,36,TEC     ,VIU     ,39,88,SANTIAGO        ,0,0,0,0,203,0,0,1,80,NO,
3054,M       ,8500000,43,UNV     ,CAS     ,55,90,SANTIAGO        ,0,800000,0,0,218,0,34157,1,52,NO,
3055,M       ,750000,41,MED     ,CAS     ,31,119,SANTIAGO        ,0,459827,0,0,322,3,0,1,33,NO,
3056,F       ,1073000,59,TEC     ,SOL     ,55,93,SANTIAGO        ,0,1292403,0,0,46,15,107,1,41,NO,
3057,M       ,2131000,43,UNV     ,CAS     ,82,85,SANTIAGO        ,532534,142960,0,220237,626,0,88,1,80,SI,
3058,F       ,64000,50,MED     ,SOL     ,69,53,SAN FELIPE      ,0,1558852,0,110314,88,54,0,1,80,SI,
3059,F       ,9000000,34,TEC     ,SOL     ,97,326,PUNTA ARENAS    ,0,250000,0,0,0,0,0,0,16,NO,
3060,M       ,80000,40,BAS     ,CAS     ,107,83,SANTIAGO        ,1127461,2000000,0,0,1598,0,5775,1,72,NO,
3061,F       ,1000000,58,TEC     ,CAS     ,12,13,CALAMA          ,0,441886,0,195697,104,0,0,1,46,NO,
3062,F       ,80000,38,MED     ,SOL     ,81,67,VINA DEL MAR    ,0,1680000,0,1285895,1346,42,3927,1,50,SI,
3063,F       ,782000,30,TEC     ,CAS     ,60,91,SANTIAGO        ,269891,106525,0,500582,909,0,1122,1,31,NO,
3064,M       ,53400,49,MED     ,CAS     ,55,90,SANTIAGO        ,0,144123,0,0,3026,0,302,3,10,SI,
3065,M       ,800000,55,MED     ,CAS     ,31,119,SANTIAGO        ,0,300000,0,1500000,0,0,1531,1,37,NO,
3066,M       ,535000,50,TEC     ,SOL     ,138,1,ARICA           ,0,243961,0,191487,718,0,0,2,15,NO,
3067,F       ,1680000,40,UNV     ,CAS     ,64,272,VALDIVIA        ,0,0,0,0,0,41,0,0,80,NO,
3068,M       ,63500,40,UNV     ,CAS     ,55,90,SANTIAGO        ,539304,243840,0,0,1855,0,0,3,19,NO,
3069,M       ,46000,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,544685,0,3813170,92,0,3884,1,38,NO,
3070,M       ,82300,40,MED     ,CAS     ,55,90,SANTIAGO        ,0,-1448052,190047,1000000,469,22,1587,1,16,NO,
3071,F       ,7600000,40,TEC     ,SEP     ,33,25,VALLENAR        ,0,309168,0,172821,429,12,117,1,36,NO,
3072,F       ,1300000,41,MED     ,CAS     ,138,1,ARICA           ,638143,1024351,0,597344,1308,9,610,2,49,NO,
3073,F       ,850000,53,TEC     ,CAS     ,70,261,VILLARRICA      ,0,250000,0,0,5,0,0,1,40,NO,
3074,M       ,598000,34,TEC     ,SOL     ,130,115,SANTIAGO        ,0,281426,0,0,1932,0,0,3,5,SI,
3075,M       ,518000,46,UNV     ,CAS     ,89,23,CALDERA         ,0,650000,0,294727,1055,11,2315,2,11,NO,
3076,F       ,543000,46,UNV     ,CAS     ,138,1,ARICA           ,0,151767,0,300000,104,0,306,1,21,NO,
3077,M       ,759000,46,MED     ,CAS     ,138,1,ARICA           ,0,1282471,0,1397241,3026,0,1005,2,8,NO,
3078,F       ,1600000,43,MED     ,CAS     ,76,88,SANTIAGO        ,0,748651,0,0,85,0,0,1,80,NO,
3079,F       ,440000,36,TEC     ,CAS     ,21,502,CHUQUICAMATA    ,0,0,0,328674,0,0,276,0,18,NO,
3080,F       ,87900,41,MED     ,SOL     ,40,67,VINA DEL MAR    ,0,318633,0,787589,0,0,278,0,62,SI,
3081,M       ,45500,50,UNV     ,CAS     ,55,90,SANTIAGO        ,0,869758,0,0,235,0,0,2,42,NO,
3082,M       ,548000,47,MED     ,CAS     ,138,1,ARICA           ,1278602,16317,0,229319,1699,0,203,1,5,SI,
3083,M       ,781000,31,TEC     ,CAS     ,40,67,VINA DEL MAR    ,0,500000,0,471918,0,0,251,0,35,NO,
3084,F       ,750000,50,TEC     ,CAS     ,138,1,ARICA           ,0,977756,0,0,15,0,0,1,28,SI,
3085,F       ,445000,33,UNV     ,SEP     ,34,31,COQUIMBO        ,0,500000,0,33715,8,10,0,1,13,NO,
3086,F       ,796000,48,UNV     ,CAS     ,31,119,SANTIAGO        ,0,507866,0,0,678,0,0,1,34,NO,
3087,M       ,621000,50,UNV     ,SOL     ,138,1,ARICA           ,0,219332,0,0,1997,4,352,3,5,NO,
3088,F       ,2365000,44,MED     ,CAS     ,82,86,SANTIAGO        ,0,1581828,0,0,1961,0,0,1,80,NO,
3089,M       ,7500000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,479930,0,132401,0,0,175,1,33,NO,
3090,M       ,623000,41,MED     ,SOL     ,37,93,SANTIAGO        ,1799121,153716,1907325,0,175,0,2162,1,6,NO,
3091,F       ,5000000,44,UNV     ,CAS     ,129,105,SANTIAGO        ,0,886429,0,294029,2167,20,303,2,7,SI,
3092,F       ,597000,52,UNV     ,CAS     ,27,226,CONCEPCION      ,706802,341583,0,300000,1686,0,203,2,8,NO,
3093,M       ,1045000,34,MED     ,CAS     ,59,88,SANTIAGO        ,0,388236,0,61927,2145,0,92,3,31,NO,
3094,M       ,878000,50,UNV     ,CAS     ,41,80,SANTIAGO        ,1823150,324472,0,800000,2326,0,1171,1,21,NO,
3095,F       ,65000,42,TEC     ,SOL     ,120,85,SANTIAGO        ,0,378597,0,0,605,0,2049,1,44,SI,
3096,M       ,487000,48,UNV     ,CAS     ,138,1,ARICA           ,0,0,0,300000,0,6,306,1,20,NO,
3097,M       ,4900000,,UNV     ,SEP     ,122,89,SANTIAGO        ,0,547788,0,45169,39,0,0,1,34,NO,
3098,F       ,44500,60,MED     ,SOL     ,102,85,SANTIAGO        ,0,1377198,0,0,995,34,831,1,80,SI,
3099,F       ,640000,48,MED     ,CAS     ,138,1,ARICA           ,0,2192,0,423892,1810,0,23521,2,8,NO,
3100,F       ,1000000,53,MED     ,CAS     ,138,1,ARICA           ,0,1983396,0,0,171,0,0,1,31,NO,
3101,F       ,5000000,31,TEC     ,SOL     ,11,11,TOCOPILLA       ,0,250000,0,1961,0,21,86,0,26,NO,
3102,F       ,650000,29,UNV     ,SOL     ,52,89,SANTIAGO        ,0,754136,0,400000,392,0,374,1,19,NO,
3103,M       ,800000,40,UNV     ,SOL     ,18,115,SANTIAGO        ,0,1000000,0,0,1744,0,0,2,23,NO,
3104,M       ,710000,37,TEC     ,CAS     ,79,153,SANTA CRUZ      ,0,615624,0,300000,508,3,1691,3,23,NO,
3105,F       ,63000,41,TEC     ,SOL     ,120,80,SANTIAGO        ,0,554424,0,0,0,27,0,0,35,SI,
3106,M       ,1230000,47,MED     ,CAS     ,138,1,ARICA           ,0,6741,0,0,2975,0,0,3,32,NO,
3107,M       ,450000,27,UNV     ,SOL     ,60,291,PUERTO MONTT    ,0,95,0,300000,303,0,291,1,15,NO,
3108,M       ,68600,45,UNV     ,CAS     ,55,90,SANTIAGO        ,0,800000,0,1251,1245,0,2023,2,31,NO,
3109,M       ,1800000,39,UNV     ,CAS     ,64,314,COYHAIQUE       ,0,500000,0,1000000,5814,90,9953,2,50,NO,
3110,F       ,900000,46,UNV     ,CAS     ,31,119,SANTIAGO        ,0,356443,0,0,131,41,0,1,42,NO,
3111,M       ,2500000,44,        ,CAS     ,88,67,VINA DEL MAR    ,0,2731445,0,209098,45,0,0,1,80,NO,
3112,M       ,7340000,46,UNV     ,CAS     ,55,90,SANTIAGO        ,2786135,186580,0,1500000,3281,0,22141,2,10,SI,
3113,M       ,900000,49,UNV     ,CAS     ,120,113,SANTIAGO        ,0,971179,0,0,1283,54,17741,1,33,NO,
3114,M       ,7500000,45,UNV     ,CAS     ,55,90,SANTIAGO        ,3532859,1368878,0,0,2628,0,52475,1,61,NO,
3115,M       ,600000,41,MED     ,SEP     ,122,504,EL SALVADOR     ,0,0,0,0,94,0,0,1,24,NO,
3116,F       ,501000,49,UNV     ,SOL     ,138,1,ARICA           ,0,80412,0,259560,196,0,230,1,19,NO,
3117,M       ,46300,42,MED     ,CAS     ,55,90,SANTIAGO        ,0,230794,0,336770,114,38,0,1,68,NO,
3118,M       ,9500000,43,UNV     ,CAS     ,55,90,SANTIAGO        ,0,223123,0,0,235,0,0,1,27,NO,
3119,F       ,8000000,41,TEC     ,SOL     ,84,100,SANTIAGO        ,0,233117,0,0,13,0,0,1,22,NO,
3120,M       ,4730000,33,UNV     ,CAS     ,55,90,SANTIAGO        ,0,294428,0,304651,658,0,388,3,17,NO,
3121,M       ,720000,41,TEC     ,SOL     ,87,59,QUILLOTA        ,0,750000,0,338777,0,0,4,0,22,NO,
3122,F       ,1500000,53,TEC     ,SOL     ,67,193,CHILLAN         ,0,3000000,0,72053,0,32,367,0,45,NO,
3123,M       ,75000,49,UNV     ,SEP     ,102,90,SANTIAGO        ,0,48505,0,961811,2453,0,19768,3,31,NO,
3124,F       ,6100000,31,TEC     ,SOL     ,17,115,SANTIAGO        ,0,0,0,0,0,0,359,0,27,NO,
3125,F       ,500000,32,UNV     ,SOL     ,130,98,SANTIAGO        ,0,16276,0,249654,718,0,254,2,13,SI,
3126,F       ,1445000,49,MED     ,CAS     ,121,87,SANTIAGO        ,1772374,499649,0,0,2074,90,20,1,50,NO,
3127,M       ,500000,45,MED     ,CAS     ,76,96,SANTIAGO        ,0,50654,0,0,136,0,0,1,19,SI,
3128,F       ,894000,33,TEC     ,CAS     ,71,326,PUNTA ARENAS    ,0,0,0,0,2074,0,0,2,24,NO,
3129,M       ,1800000,42,TEC     ,SEP     ,72,504,EL SALVADOR     ,5569714,858869,0,998881,6207,0,397,1,44,SI,
3130,M       ,88800,49,UNV     ,CAS     ,49,90,SANTIAGO        ,1577476,150411,0,674264,2065,0,488,1,17,SI,
3131,F       ,74700,50,MED     ,SOL     ,90,88,SANTIAGO        ,0,0,0,0,2077,14,9,1,28,SI,
3132,F       ,500000,50,MED     ,CAS     ,31,119,SANTIAGO        ,949626,600000,0,6287,1173,0,8663,2,5,SI,
3133,M       ,1600000,42,UNV     ,SOL     ,27,226,CONCEPCION      ,0,255463,1107235,250000,3762,0,4278,2,59,NO,
3134,M       ,600000,41,TEC     ,CAS     ,126,110,SANTIAGO        ,0,400000,0,0,0,0,41,1,20,SI,
3135,F       ,3500000,56,MED     ,CAS     ,24,86,SANTIAGO        ,0,2600000,0,0,1,34,0,1,80,NO,
3136,F       ,1942000,52,TEC     ,SOL     ,43,70,QUILPUE         ,0,1250000,0,0,4232,0,0,1,75,NO,
3137,M       ,1506000,41,MED     ,CAS     ,102,105,SANTIAGO        ,0,224159,0,459637,389,2,610,1,72,SI,
3138,M       ,1100000,46,MED     ,CAS     ,52,99,SANTIAGO        ,2325436,40078,0,500000,3430,32,544,3,21,NO,
3139,M       ,1500000,52,MED     ,SOL     ,31,119,SANTIAGO        ,0,288749,0,2600000,11,0,2654,1,73,SI,
3140,F       ,5190000,32,MED     ,SOL     ,64,314,COYHAIQUE       ,1211824,61573,0,69,1605,0,0,1,23,SI,
3141,M       ,508000,32,UNV     ,CAS     ,15,66,VALPARAISO      ,0,400000,0,0,164,14,102,1,17,NO,
3142,F       ,58500,53,TEC     ,SOL     ,85,88,SANTIAGO        ,0,2417248,0,0,25,0,0,1,80,SI,
3143,F       ,53000,50,MED     ,SOL     ,41,88,SANTIAGO        ,0,473970,0,2854215,15,0,0,1,24,SI,
3144,F       ,6100000,34,TEC     ,SOL     ,68,80,SANTIAGO        ,0,0,0,0,470,0,0,1,16,NO,
3145,M       ,610000,51,MED     ,SOL     ,80,89,SANTIAGO        ,793112,71204,0,435166,1294,0,13,1,12,NO,
3146,M       ,4840000,40,MED     ,CAS     ,29,90,SANTIAGO        ,0,47237,506220,2000000,499,0,2664,2,24,SI,
3147,M       ,1122000,48,UNV     ,SOL     ,138,1,ARICA           ,1999121,951162,0,300000,2586,0,0,1,27,NO,
3148,M       ,1200000,49,UNV     ,SOL     ,138,1,ARICA           ,1604251,704306,0,179867,1962,0,0,1,37,SI,
3149,M       ,1013000,30,UNV     ,SOL     ,13,16,ANTOFAGASTA     ,0,421830,0,0,950,0,0,2,42,NO,
3150,F       ,694000,25,UNV     ,CAS     ,16,93,SANTIAGO        ,0,247969,0,0,116,0,0,1,26,SI,
3151,M       ,800000,52,TEC     ,SOL     ,90,96,SANTIAGO        ,0,989786,0,190,10,0,0,1,31,SI,
3152,F       ,500000,59,TEC     ,SOL     ,84,89,SANTIAGO        ,0,581247,0,0,86,0,0,1,15,NO,
3153,M       ,900000,39,MED     ,CAS     ,90,105,SANTIAGO        ,2754039,800000,0,381591,3014,0,387,1,10,NO,
3154,M       ,963000,52,UNV     ,CAS     ,27,226,CONCEPCION      ,2192771,37353,0,71556,3099,0,99,1,18,NO,
3155,M       ,2170000,43,TEC     ,CAS     ,92,117,SANTIAGO        ,0,0,0,0,337,0,2639,3,80,NO,
3156,M       ,2300000,52,TEC     ,CAS     ,27,226,CONCEPCION      ,1763259,126832,0,1500000,4497,0,1527,2,80,NO,
3157,F       ,65000,62,MED     ,SOL     ,61,284,OSORNO          ,1194236,0,0,0,1538,0,0,1,7,SI,
3158,M       ,800000,47,UNV     ,SEP     ,63,93,SANTIAGO        ,0,91097,0,282168,2391,0,92,2,17,NO,
3159,F       ,48000,56,MED     ,VIU     ,51,5,IQUIQUE         ,0,16808,0,250000,1840,0,554,3,27,SI,
3160,M       ,491000,51,UNV     ,SOL     ,20,49,LOS ANDES       ,0,0,0,0,0,2,0,0,20,NO,
3161,M       ,507000,52,TEC     ,SOL     ,116,131,RANCAGUA        ,363526,0,0,0,483,0,0,1,16,NO,
3162,F       ,530000,42,MED     ,SOL     ,82,105,SANTIAGO        ,0,26247,0,250000,242,2,255,1,19,NO,
3163,F       ,1040000,40,MED     ,CAS     ,31,119,SANTIAGO        ,1698150,1068187,0,495810,2857,0,506,2,24,NO,
3164,M       ,500000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,565765,202999,0,188495,884,0,327,3,12,SI,
3165,M       ,525000,45,UNV     ,SOL     ,31,119,SANTIAGO        ,26954,660,0,700000,433,0,714,1,17,NO,
3166,M       ,500000,39,MED     ,SEP     ,71,326,PUNTA ARENAS    ,0,0,0,0,46,0,79,2,20,NO,
3167,F       ,99000,53,TEC     ,SOL     ,90,80,SANTIAGO        ,0,650000,0,0,2351,45,0,1,75,SI,
3168,F       ,600000,45,MED     ,CAS     ,73,88,SANTIAGO        ,0,107192,0,250000,0,0,254,0,23,NO,
3169,M       ,2118000,46,TEC     ,CAS     ,80,96,SANTIAGO        ,1858368,1908900,0,301236,2288,6,0,1,80,SI,
3170,F       ,600000,42,MED     ,CAS     ,85,88,SANTIAGO        ,0,19945,0,443145,192,0,452,1,23,NO,
3171,M       ,52600,52,MED     ,CAS     ,41,105,SANTIAGO        ,0,238296,0,0,5,0,10113,1,25,NO,
3172,M       ,4470000,49,MED     ,CAS     ,40,60,LA CRUZ         ,0,711394,0,288780,363,0,3225,1,80,NO,
3173,F       ,7000000,39,TEC     ,SOL     ,92,88,SANTIAGO        ,0,379823,0,464201,412,0,4,1,56,NO,
3174,M       ,1086000,35,MED     ,CAS     ,118,83,SANTIAGO        ,0,500000,0,0,4986,0,2,2,5,NO,
3175,F       ,1400000,58,TEC     ,CAS     ,45,93,SANTIAGO        ,0,584836,0,0,458,0,0,1,65,SI,
3176,F       ,70000,41,TEC     ,SOL     ,47,112,SANTIAGO        ,0,309072,0,700000,328,0,715,1,21,SI,
3177,M       ,62300,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,200000,974301,0,0,2,1060,1,19,NO,
